,company_x,company_y;
2069,Koninklijke Grolsch,Erasmus MC;
2070,Little Rocket,Spryng;
2071,Little Rocket | Data + digitale innovatie,Rijksuniversiteit Groningen;
2072,Little Rocket,Keenondots;
2073,Koninklijke Grolsch,Caring Fieldmarketing B.V.;
2074,Koninklijke Grolsch,Hockey Slovakia ;
2075,Lions Clubs International,Bloei;
2076,little rocket,Shock Media B.V.;
2077,Saxion University of Applied Sciences,joda-advisering;
2078,Saxion University of Applied Sciences,Sam Sport;
2079,Little Rocket,SharkWise;
2080,Saxion University of Applied Sciences,Visschedijk;
2081,Saxion University of Applied Sciences,AtiQx Holding BV;
2082,Little Rocket,EenVandaag;
2083,Little Rocket,Officecenter ;
2084,Little Rocket,'s Heeren Loo;
2085,Little Rocket,Zoete Kruimels ;
2086,Saxion University of Applied Sciences,Kral Westen;
2087,Koninklijke Grolsch,Amsta;
2088,Koninklijke Grolsch,Fresh 'n Rebel;
2089,Lions Clubs International,Pjokke Dutch Design;
2090,Little Rocket,XS4ALL Internet BV;
2091,Koninklijke Grolsch,NoordHost Personeel;
2092,Saxion University of Applied Sciences,CINQ ICT;
2093,Little Rocket,24i;
2094,Saxion University of Applied Sciences,ZegKracht;
2095,Little Rocket I Data & Digital Innovation,Nedap Identification Systems;
2096,Little Rocket,Insight;
2097,Koninklijke Grolsch,Het Kleine Helden huis;
2098,Little Rocket,Callisto Ventures GmbH;
2099,Koninklijke Grolsch,Spirable;
2100,Little Rocket,De Kaaskop;
2101,Little Rocket I Data & Digital Innovation,ROC van Twente;
2102,Little Rocket,Out in the Open;
2103,Saxion University of Applied Sciences,JS Techniek;
2104,Lions Clubs International,Deventrade BV;
2105,Lions Clubs International,De Recruitment Boutique;
2106,Little Rocket,Klik & Steen;
2107,Little Rocket | Data + digitale innovatie,ALIGHTcareers;
2108,Koninklijke Grolsch,Lidl Nederland;
2109,Saxion University of Applied Sciences,Universiteit Twente;
2110,Little Rocket I Data + digitale innovatie,Tempo-Team;
2111,Saxion University of Applied Sciences,Radboudumc;
2112,Saxion University of Applied Sciences,TIAS School for Business and Society;
2113,Koninklijke Grolsch,Johma;
2114,Lions Clubs International,PNO Consultants;
2115,Koninklijke Grolsch,CLUSE;
2116,Saxion University of Applied Sciences,Erdee Media Groep;
2117,Koninklijke Grolsch,SIEMENS Mobility sa/nv;
2118,Lions Clubs International,Roelofs;
2119,Little Rocket,Naris;
2120,Little Rocket,Blend New Day;
2121,Little Rocket,De Isolatieshop B.V.;
2122,Little Rocket I Data + digitale innovatie,U-Today ;
2123,Saxion University of Applied Sciences,rezafotografie.nl;
"2124,Saxion University of Applied Sciences,""Talma-Borgh, een thuis voor welzijn met zorg.""";
2125,Saxion University of Applied Sciences,Bureau Oosterveen;
2126,Little Rocket I Data & Digital Innovation,National Police;
2127,Little Rocket,Peter Schavemaker Tekstproducties;
2128,Little Rocket,Trebbe;
2129,Lions Clubs International,In Person;
2130,Saxion University of Applied Sciences,MyPoi World;
2131,Little Rocket I Data + digitale innovatie,Datatrics;
2132,Little Rocket,BDO Nederland;
2133,Little Rocket, nvt;
2134,Little Rocket,Trimble Inc.;
2135,Koninklijke Grolsch,De Stadschpomp;
2136,Little Rocket,Middlefield-Projects;
2137,Koninklijke Grolsch,Merus N.V.;
2138,Little Rocket,ISM eCompany;
2139,Koninklijke Grolsch,Het Stedelijk Lyceum Enschede;
2140,Little Rocket,Ontwerpbureau INC;
2141,Little Rocket,Jeroen Nieuwhuis Photography;
2142,Little Rocket I Data & Digital Innovation,Roessingh Centrum voor Revalidatie;
2143,Koninklijke Grolsch,InnoValor;
2144,Koninklijke Grolsch,Flamco;
2145,Koninklijke Grolsch,Elacin International;
2146,Little Rocket,SalesQ;
2147,Lions Clubs International,GEA Process Engineering Nederland B.V.;
2148,Lions Clubs International,kvk.nl;
2149,Little Rocket | Data + digitale innovatie,Medikamente Die Grenze;
2150,Saxion University of Applied Sciences,University of the Aegean;
2151,Little Rocket,ECOVALLE;
2152,Saxion University of Applied Sciences,Seiger Wonen;
2153,Little Rocket,Smartly.io;
2154,Saxion University of Applied Sciences,Ministerie van Defensie;
2155,Little Rocket,Neerlandsvlak | nlvk.nl;
2156,Little Rocket,Adwise - Your Digital Brain ;
2157,Little Rocket I Data & Digital Innovation,Simacan;
2158,Little Rocket,El Niño - Digital Development;
2159,Little Rocket,ESRI Nederland;
2160,Little Rocket,MET ILSE;
2161,Little Rocket,MaxiAxi.com;
2162,Little Rocket,Allcancode Inc.;
2163,Little Rocket I Data & Digital Innovation,Fact jeugd Twente;
2164,Saxion University of Applied Sciences,Vrije Universiteit Amsterdam;
2165,Little Rocket I Data & Digital Innovation,Reggeborgh Invest B.V.;
2166,Little Rocket,Philips Benelux;
2167,Little Rocket I Data & Digital Innovation,HCS - Happy Innovation;
2168,Saxion University of Applied Sciences,De Twentsche Courant Tubantia;
2169,Little Rocket | Data + digitale innovatie,Little Rocket I Data & Digital Innovation;
2170,Saxion University of Applied Sciences,Gemeente Hellendoorn;
2171,Little Rocket,Tom Morssink - leren en veranderen;
2172,Saxion University of Applied Sciences,Hogeschool van Arnhem en Nijmegen;
2173,Saxion University of Applied Sciences,Directlease Netherlands;
2174,Little Rocket,GGD Twente;
2175,Little Rocket,Pepe Creatieve Communicatie;
2176,Lions Clubs International,slijterij/wijnhandel 't raedthuys;
2177,Little Rocket,BeBright;
2178,little rocket,Oostwerk;
2179,Little Rocket,Expovorm international;
2180,Little Rocket,Ubari;
2181,Saxion University of Applied Sciences,Gemeente Vijfheerenlanden;
2182,Little Rocket,ASSA ABLOY Entrance Systems;
2183,Little Rocket,Wageningen University & Research;
2184,little rocket,HeerINC MediaDesign;
2185,Little Rocket,eMailMonday;
2186,Lions Clubs International,VIM Group;
2187,Little Rocket | Data + digitale innovatie,Twente Safety Campus;
2188,Little Rocket,Human Inference;
2189,Little Rocket | Data + digitale innovatie,Topicus.Finance;
2190,Little Rocket I Data + digitale innovatie,SocioMerce - Conversational Lead Generation;
2191,Little Rocket I Data & Digital Innovation,Thales Nederland;
2192,Little Rocket,CreatiePrikkels;
2193,Little Rocket,All-Inn Verspreidingen B.V.;
2194,Little Rocket | Data + digitale innovatie,Study Association Aureus ;
2195,little rocket,Quality Wellnessresorts;
2196,little rocket,Aveleijn;
2197,Lions Clubs International,Agfra Holding B.V.;
2198,Lions Clubs International,Uitgeverij Unieboek | Het Spectrum bv;
2199,Saxion University of Applied Sciences,Our Perspective;
2200,Koninklijke Grolsch,Rebel;
2201,Koninklijke Grolsch,Rare Tea Company;
2202,Saxion University of Applied Sciences,MKG (Metaal Kennis Groep);
2203,Little Rocket,Label305;
2204,Lions Clubs International,Gullimex BV;
2205,Lions Clubs International,KockvanBenthem;
2206,Little Rocket,Technische Universiteit Delft;
2207,Lions Clubs International,TGA Textile Garment Agencies;
2208,Koninklijke Grolsch,Buitensociëteit en Bowling de Worp;
2209,Saxion University of Applied Sciences,The University of Texas at San Antonio;
2210,Lions Clubs International,Koen Nijhuis - Digitale Innovatie;
2211,Koninklijke Grolsch,Adobe;
2212,Little Rocket,Landal GreenParks;
2213,Saxion University of Applied Sciences,Chamber of Commerce NL;
2214,Little Rocket,NTS-Group;
2215,Little Rocket I Data + digitale innovatie,Jumbo Supermarkten;
2216,Little Rocket,UniPartners Nijmegen;
2217,Saxion University of Applied Sciences,GfG / Gruppe für Gestaltung;
2218,Little Rocket I Data & Digital Innovation,Human Behavior Analytics Lab;
2219,Lions Clubs International,Dynteq | ontwikkelaars van vooruitgang;
2220,Little Rocket I Data & Digital Innovation,Carpetright Europe;
2221,Lions Clubs International,Figrs | Rely on facts and figrs;
2222,Lions Clubs International,DEKRA;
2223,Koninklijke Grolsch,Salesdock;
2224,Koninklijke Grolsch,Build Your Future Blog;
2225,Koninklijke Grolsch,Linde;
2226,Saxion University of Applied Sciences,Citypastoraat and Parish St. Jacobus de Meerdere te Enschede;
"2227,Koninklijke Grolsch,""Gaudí Tapas, Steaks and Drinks""";
2228,Koninklijke Grolsch,Alberta Justice & Solicitor General;
2229,Saxion University of Applied Sciences,Randstad Groep Nederland;
2230,Little Rocket,IPERION Life Sciences;
2231,Little Rocket,OVSoftware;
2232,Little Rocket I Data & Digital Innovation,123Wonen & iQ Makelaars;
2233,Koninklijke Grolsch,Coca-Cola European Partners;
2234,little rocket,MATCO INTERNATIONAL;
2235,little rocket,Innomads ;
2236,Saxion University of Applied Sciences,IBM;
2237,Little Rocket,Data 4 Development;
2238,Little Rocket,MYbusinessmedia;
2239,Little Rocket I Data + digitale innovatie,Ocean.io;
2240,Saxion University of Applied Sciences,Gemeente Wierden;
2241,Little Rocket I Data + digitale innovatie,Stijlgenoten Creatieve Communicatie;
2242,Little Rocket,KERN visuele communicatie;
2243,Lions Clubs International,Grönefeld The Horological Brothers;
2244,Little Rocket I Data & Digital Innovation,Thales;
2245,little rocket,EY;
2246,Koninklijke Grolsch,Forcepoint;
2247,Saxion University of Applied Sciences,LYNOSLIFE ;
2248,Little Rocket,Stichting Inlichtingenbureau;
2249,Little Rocket I Data + digitale innovatie,Vitrion;
2250,Koninklijke Grolsch,Coulisse;
2251,Little Rocket I Data & Digital Innovation,Voicedata;
2252,Saxion University of Applied Sciences,AlienTrick.com | media creators & projects;
2253,Saxion University of Applied Sciences,WhatAboutBob.nl;
2254,Little Rocket,The Vital Company;
2255,Little Rocket,NineOrange ;
2256,Koninklijke Grolsch,Signant Health;
2257,Little Rocket | Data + digitale innovatie,Topicus;
2258,Koninklijke Grolsch,Westpac;
2259,Saxion University of Applied Sciences,Stichting Opwekking;
"2260,Koninklijke Grolsch,""kaart,biljart en dartvereniging """;
2261,Saxion University of Applied Sciences,Cubiss;
2262,Saxion University of Applied Sciences,Moonday;
2263,Little Rocket,Westo Prefab Betonsystemen;
2264,Little Rocket I Data & Digital Innovation,CodeGorilla;
2265,Saxion University of Applied Sciences,Thijs Holtmaat;
2266,little rocket,Van der Valk Hotels Oost;
2267,Saxion University of Applied Sciences,Rathaus / Bezirksamt Pankow;
2268,Little Rocket I Data & Digital Innovation,Saxion Hogescholen Enschede;
2269,Little Rocket I Data + digitale innovatie,TwenteXL werving & selectie;
2270,Saxion University of Applied Sciences,ThermoPlastic composites Application Center (TPAC);
2271,Koninklijke Grolsch,MNC - Media Network Community;
2272,Saxion University of Applied Sciences,Coöperatie Ondergrond;
2273,Koninklijke Grolsch,SHOEnschede;
2274,Koninklijke Grolsch,Hometown Talent Agency;
2275,Lions Clubs International,JBP NetWorks;
2276,Saxion University of Applied Sciences,Junco B.V.;
2277,Little Rocket,NykampNyboer;
2278,Koninklijke Grolsch,Othmar | Ootmarsummer bierbrouwerij;
2279,Little Rocket,Coolblue;
2280,Little Rocket,Markant Internet;
2281,Lions Clubs International,University of Twente;
2282,Little Rocket,Accenture Interactive;
2283,Koninklijke Grolsch,Apollo Vredestein - autobanden fabriek / Randstad uitzendbureau;
2284,Saxion University of Applied Sciences,MTH performance consultancy;
2285,Saxion University of Applied Sciences,CareXS | Connected Health Solutions BV;
2286,Lions Clubs International,Bloom Personeelsdiensten B.V.;
2287,Lions Clubs International,Medux;
2288,Koninklijke Grolsch,Universiteit Twente;
2289,Little Rocket,European Parliament;
2290,Lions Clubs International,Menzis;
2291,Koninklijke Grolsch,Pattern International;
2292,Little Rocket I Data & Digital Innovation,Rietveldlyceum;
2293,Little Rocket,basvandenbergh.com;
2294,Koninklijke Grolsch,Mining Wholesale EU;
2295,Saxion University of Applied Sciences,Avans University of Applied  Sciences;
2296,Little Rocket,AELS - Aircraft End-of-Life Solutions;
2297,Saxion University of Applied Sciences,Gom Schoonhouden;
2298,little rocket,de Jong & Laan;
2299,Little Rocket,DGMR;
2300,Koninklijke Grolsch,WIRWAR - Businessgaming Twente;
2301,Little Rocket,SWIS - Digitaal bureau;
2302,Koninklijke Grolsch,Norges Bank Investment Management;
2303,Little Rocket,Namarama;
2304,Little Rocket | Data + digitale innovatie,Vazquez;
2305,Little Rocket I Data & Digital Innovation,Schlichter NVM Makelaars;
2306,Saxion University of Applied Sciences,Victa;
2307,Saxion University of Applied Sciences,Erasmus University Rotterdam;
2308,Saxion University of Applied Sciences,Pixel&Code;
2309,little rocket,Deloitte Digital Nederland;
2310,Lions Clubs International,Lycens;
2311,Saxion University of Applied Sciences,TriviumMeulenbeltZorg;
2312,Saxion University of Applied Sciences,EIJKELBOOM BEDRIJFS FIMANCIERING (EBF);
2313,Lions Clubs International,Hamaka;
2314,Little Rocket I Data + digitale innovatie,Pagero;
2315,Little Rocket,Modern Minds;
"2316,Saxion University of Applied Sciences,""Cohesie, de andere arbodienst""";
2317,Lions Clubs International,A4Motion;
2318,Lions Clubs International,Arc'teryx Equipment;
2319,Koninklijke Grolsch,Raventós Codorníu;
2320,Lions Clubs International,WESI Signing;
2321,Saxion University of Applied Sciences,DKCI Aartsbisdom Utrecht;
"2322,Little Rocket,""SFC Energy Power Supply Solutions, Coils & Linear Drives""";
2323,Little Rocket,MKB Twente;
2324,Koninklijke Grolsch,Allianz Capital Partners;
2325,Little Rocket,Autarkia GmbH;
2326,Saxion University of Applied Sciences,Wakker Dier;
2327,Little Rocket I Data & Digital Innovation,Powerspex;
2328,Lions Clubs International,Stichting Oldenzaalse Binnenstad Ondernemers;
2329,Saxion University of Applied Sciences,Koninklijke Grolsch;
2330,Koninklijke Grolsch,RKBC;
2331,Little Rocket I Data & Digital Innovation,Thinkwise Software;
2332,Koninklijke Grolsch,Rijksmuseum Twenthe;
2333,Saxion University of Applied Sciences,St. Jacobusparochie Enschede;
2334,Little Rocket,dTLS Online Marketing;
2335,Koninklijke Grolsch,Stockon;
2336,Lions Clubs International,Sintrex De Poppe B.V.;
2337,Koninklijke Grolsch,Your Fashion Finds;
2338,Little Rocket | Data + digitale innovatie,Walibi Holland;
2339,Little Rocket,Domino's;
2340,Little Rocket,CF Report;
2341,Little Rocket,WAGO Nederland B.V.;
2342,Koninklijke Grolsch,OLVG;
2343,Saxion University of Applied Sciences,Dutch Migrants Integration Teams;
2344,Saxion University of Applied Sciences,Cybersoek;
2345,Little Rocket,Sequence Consultancy;
2346,Saxion University of Applied Sciences,Talis;
2347,Little Rocket | Data + digitale innovatie,Locus People;
2348,Little Rocket,Unilever;
2349,Lions Clubs International,Kijk op Veiligheid BV;
2350,Little Rocket I Data + digitale innovatie,Little Rocket | Data + digitale innovatie;
2351,Saxion University of Applied Sciences,slashwhy;
2352,Little Rocket | Data + digitale innovatie,Cafe Restaurant Max Groot Agelo;
2353,Lions Clubs International,Quin;
2354,Saxion University of Applied Sciences,Saxion Hogeschool Enschede en Deventer;
2355,Saxion University of Applied Sciences,Stichting Mara Rotterdam;
2356,Saxion University of Applied Sciences,Elektramat BV;
2357,Little Rocket,Allard & Van der Veen Executive Searchers;
2358,Saxion University of Applied Sciences,Gemeente Amstelveen;
2359,Lions Clubs International,SNS Bank;
2360,Saxion University of Applied Sciences,ForResult - online marketing partner;
2361,Little Rocket,Riva Rentals & Makelaars;
2362,Saxion University of Applied Sciences,ActionCOACH Nederland & Vlaanderen;
2363,Little Rocket,COREONYX;
2364,Lions Clubs International,smartphoto;
"2365,Saxion University of Applied Sciences,""Music therapist , MA NMT-F Zorggroep Sint Maarten""";
2366,Koninklijke Grolsch,We Are Spock;
2367,Little Rocket,Zeton;
2368,Saxion University of Applied Sciences,Fluidensity;
2369,Little Rocket,Politie Nederland;
2370,Lions Clubs International,ZeelVis-IT;
2371,Koninklijke Grolsch,Sterling & Holmes;
2372,Saxion University of Applied Sciences,Careyn;
2373,Lions Clubs International,Van Den Bos CM;
2374,Little Rocket,SOM= BV;
2375,Saxion University of Applied Sciences,World Council of Arameans (Syriacs);
2376,Koninklijke Grolsch,de Menken keuken;
2377,Little Rocket,Vcare connect;
2378,Koninklijke Grolsch,HappySoaps;
2379,Saxion University of Applied Sciences,SaxNow;
2380,Lions Clubs International,Crowd;
2381,Lions Clubs International,Sunbeam BV;
2382,Lions Clubs International,Tankstation Peterman;
"2383,Koninklijke Grolsch,""PEOPLEFIRST, a family company""";
2384,Koninklijke Grolsch,Showpad;
2385,Koninklijke Grolsch,ShaleProfile;
2386,Little Rocket,Zscaler;
2387,Little Rocket,Little Rocket;
2388,Little Rocket I Data & Digital Innovation,IT Consulting Markus Lutum;
2389,Little Rocket,Arbe dienstverlening;
2390,Little Rocket | Data + digitale innovatie,Infosys;
2391,Lions Clubs International,De Waerdenborch;
2392,Saxion University of Applied Sciences,Snappshot;
2393,Koninklijke Grolsch,Euromodel Amsterdam;
2394,Little Rocket,Koninklijke Van Wijhe Verf B.V.;
2395,Little Rocket,BLCKBRD Sound Branding Agency;
2396,Koninklijke Grolsch,Bakker Barendrecht B.V.;
2397,Little Rocket I Data & Digital Innovation,Franken Auto's;
2398,Saxion University of Applied Sciences,Saxion;
2399,Saxion University of Applied Sciences,Futurewhiz;
2400,Little Rocket,Eurol;
2401,Little Rocket | Data + digitale innovatie,Zorgcentrum de Posten;
2402,Lions Clubs International,Stadshotel Ter Stege;
2403,Little Rocket,BNNVARA;
2404,Koninklijke Grolsch,DrankenCompagnie;
2405,Little Rocket,CRM Partners;
2406,Koninklijke Grolsch,Enforex - Learn Spanish in Spain and Latin America;
2407,Little Rocket I Data + digitale innovatie,dentsu international;
